ANNO_MESE;FLEET;OT_TYPE;THING;VEHICLE;BASELINE;CUID;ITEMS_GROUP;TSTAMP;S_BCE1_BCE1_ITRACTION;S_BCE2_BCE2_ITRACTION;S_BCE3_BCE3_ITRACTION;S_BCE4_BCE4_ITRACTION;S_BCE5_BCE5_ITRACTION;S_MPU1_BCE_CRELEASEHOLDINGH;S_MPU1_BCE_CRELEASEHOLDINGL;S_MPU1_BCE_CTLTRACTION;S_MPU1_DDU_CDRVLOCALCABACTIVE_H1;S_MPU1_DDU_CDRVLOCALCABACTIVE_H2;S_MPU1_DDU_CTRACTIONINHIBIT;S_MPU1_F_TBS_CONSTCLTRACCUTOFFTRAIN_IOS;S_MPU1_F_TBS_CONSTCLTRACCUTOFF_IOS;S_MPU1_F_TBS_CONSTCLTRACTIONTRAIN_IOS;S_MPU1_F_TBS_CONSTCLTRACTION_IOS;S_MPU1_F_TBS_ENCODERDIFFERFAILH1_IOS;S_MPU1_F_TBS_ENCODERDIFFERFAILH2_IOS;S_MPU1_F_TBS_ENCODERR1H1FAIL_IOS;S_MPU1_F_TBS_ENCODERR1H2FAIL_IOS;S_MPU1_F_TBS_ENCODERR2H1FAIL_IOS;S_MPU1_F_TBS_ENCODERR2H2FAIL_IOS;S_MPU1_F_TBS_INCONTRACTIONCOM_H1_IOS;S_MPU1_F_TBS_TRACCONVEREBDOOR_H1_IOS;S_MPU1_F_TBS_TRACCONVEREBDOOR_H2_IOS;S_MPU1_F_TBS_TRACCUTOFFINCONTS_IOS;S_MPU1_F_TBS_TRACMICROSWITCHMC_H1_IOS;S_MPU1_F_TBS_TRACMICROSWITCHMC_H2_IOS;S_MPU1_F_TBS_TRACTIONFAULT_H1;S_MPU1_F_TBS_TRACTIONFAULT_H2;S_MPU1_F_TBS_TRACTIONINHIBIT;S_MPU1_MPU_CTRAINSPEED;S_PCE1_PCE1_INOBRAKE;S_PCE1_PCE1_INOTRACTIONCUTOFF;S_PCE1_PCE1_ITRACTION;S_PCE2_PCE2_INOBRAKE;S_PCE2_PCE2_INOTRACTIONCUTOFF;S_PCE2_PCE2_ITRACTION;S_PCE3_PCE3_INOBRAKE;S_PCE3_PCE3_INOTRACTIONCUTOFF;S_PCE3_PCE3_ITRACTION;S_PCE4_PCE4_INOTRACTIONCUTOFF;S_PCE4_PCE4_ITRACTION;S_RIO1_H1_LI_TBSTRACTIONFAULT_H1;S_RIO1_H2_LI_TBSTRACTIONFAULT_H2;S_RIO2_H1_LI_ATPNOTRACTIONBLOCKDIS_H1;S_RIO2_H1_LI_ATPNOTRACTIONBLOCKSCMT_H1;S_RIO2_H2_LI_ATPNOTRACTIONBLOCKDIS_H2;S_RIO2_H2_LI_ATPNOTRACTIONBLOCKSCMT_H2;S_RIO3_H1_LI_TBSMOTORING_R1_H1;S_RIO3_H1_LI_TBSNOBRAKE_R1_H1;S_RIO3_H2_LI_TBSMOTORING_R1_H2;S_RIO3_H2_LI_TBSNOBRAKE_R1_H2;S_RIO4_H1_LI_TBSMOTORING_R2_H1;S_RIO4_H2_LI_TBSMOTORING_R2_H2
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:30.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;79;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:31.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;80;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:32.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:33.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:34.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:35.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:36.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:37.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;80;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:38.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;78;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:39.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:40.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:41.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:42.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:43.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:44.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:45.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:46.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:47.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:48.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:49.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:50.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:51.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:52.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:53.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;62;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:54.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;62;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:55.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;62;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:56.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;62;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:57.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;62;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:58.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;62;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:55:59.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;62;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:00.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:01.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:02.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:03.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:04.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:05.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:06.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:07.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:08.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:09.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:10.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:11.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0;0;1;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:12.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;47;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:13.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;46;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:14.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;45;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:15.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;44;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:16.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;43;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:17.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;42;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:18.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;39;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:19.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;36;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:20.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;33;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:21.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;32;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:22.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;31;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:23.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:24.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;29;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:25.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;28;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:26.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:27.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:28.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:29.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:30.100000000;0;0;0;0;0;0;1;0;0;1;1;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:31.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:32.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:33.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:34.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:35.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:36.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:37.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:38.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:39.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:40.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:41.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:42.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:43.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:44.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:45.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0
20263;ETR104;RECORDINGS;ETR104148;;I0220;DBX;ALLBUS;2026-03-28 07:56:46.100000000;0;0;0;0;0;0;1;0;0;1;0;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0
